JD ID for Subcribing Institution,625,,,,,,,,,,
SO Identifier,wiley_full collection_2012-2014_nesli2,,,,,,,,,,
Subscription Term Start Year,2012,,,,,,,,,,
Subscription Term End Year,2014,,,,,,,,,,
included_st, publication_title,print_identifier,online_identifier,date_first_issue_subscribed,num_first_vol_subscribed,num_first_issue_subscribed,date_last_issue_subscribed,num_last_vol_subscribed,num_last_issue_subscribed,embargo_info,core_title
,RENAISSANCE STUDIES,0269-1213,1477-4658,1997,11,,,,,,
,REPRODUCTION IN DOMESTIC ANIMALS,0936-6768,1439-0531,1997,32,,,,,,
,RESEARCH IN NURSING & HEALTH,0160-6891,1098-240X,1997,,,,,,,Y
,RESOURCE GEOLOGY,1344-1698,1751-3928,1998,48,,,,,,
,RESPIROLOGY,1323-7799,1440-1843,1997,2,,,,,,
,RESTORATION ECOLOGY,1061-2971,1526-100X,1997,5,,,,,,
,REVIEW OF DEVELOPMENT ECONOMICS,1363-6669,1467-9361,1997,1,,,,,,
,REVIEW OF EUROPEAN COMMUNITY & INTERNATIONAL ENVIROMENTAL LAW,0962-8797,1467-9388,1997,6,,,,,,
,REVIEW OF INCOME AND WEALTH,0034-6586,1475-4991,1997,43,,,,,,
,REVIEW OF INTERNATIONAL ECONOMICS,0965-7576,1467-9396,1997,5,,,,,,
,REVIEW OF POLICY RESEARCH,1541-132X,1541-1338,1997,15,,,,,,
,REVIEW OF URBAN & REGIONAL DEVELOPMENT STUDIES,0917-0553,1467-940X,1997,9,,,,,,
,REVIEWS IN MEDICAL VIROLOGY,1052-9276,1099-1654,1997,,,,,,,
,REVIEWS IN RELIGION & THEOLOGY,1350-7303,1467-9418,1997,4,,,,,,
,REVISTA INTERNACIONAL DE SEGURIDAD SOCIAL,0250-605X,1752-1734,2007,60,,,,,,
,REVISTA INTERNACIONAL DEL TRABAJO,0378-5548,1564-9148,1999,118,,,,,,
,REVUE INTERNATIONALE DE SECURITE SOCIALE,0379-0312,1752-1718,2007,60,,,,,,
,REVUE INTERNATIONALE DU TRAVAIL,0378-5599,1564-9121,1999,138,,,,,,
,RISK ANALYSIS,0272-4332,1539-6924,1997,17,,,,,,
,RISK MANAGEMENT AND INSURANCE REVIEW,1098-1616,1540-6296,1997,1,,,,,,
,RIVER RESEARCH AND APPLICATIONS,1535-1459,1535-1467,1997,,,,,,,
,RURAL SOCIOLOGY,0036-0112,1549-0831,1997,62,,,,,,
,SCANDINAVIAN JOURNAL OF CARING SCIENCES,0283-9318,1471-6712,2001,15,,,,,,
,SCANDINAVIAN JOURNAL OF IMMUNOLOGY,0300-9475,1365-3083,1997,47,,,,,,
,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,0905-7188,1600-0838,1997,7,,,,,,
,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,0036-5564,1467-9450,1997,38,,,,,,
,SCANDINAVIAN JOURNAL OF STATISTICS,0303-6898,1467-9469,1997,24,,,,,,
,SCANDINAVIAN POLITICAL STUDIES,0080-6757,1467-9477,1997,20,,,,,,
,SCANNING - THE JOURNAL OF SCANNING MICROSCOPIES,0161-0457,1932-8745,1997,,,,,,,
,SCHOOL SCIENCE AND MATHEMATICS,0036-6803,1949-8594,1997,97,,,,,,
,SCIENCE EDUCATION,0036-8326,1098-237X,1997,,,,,,,
,SCOTTISH JOURNAL OF POLITICAL ECONOMY,0036-9292,1467-9485,1997,44,,,,,,
,SEDIMENTOLOGY,0037-0746,1365-3091,1997,44,,,,,,
,SEMINARS IN DIALYSIS,0894-0959,1525-139X,1997,10,,,,,,
,SIGNIFICANCE,1740-9705,1740-9713,2004,1,,,,,,Y
,SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,0129-7619,1467-9493,1997,17,,,,,,
,SKIN RESEARCH AND TECHNOLOGY,0909-752X,1600-0846,1997,3,,,,,,
,SLEEP AND BIOLOGICAL RHYTHMS,1446-9235,1479-8425,2003,1,,,,,,
,SOCIAL ANTHROPOLOGY,0964-0282,1469-8676,1997,5,,,,,,Y
,SOCIAL DEVELOPMENT,0961-205X,1467-9507,1997,6,,,,,,
,SOCIAL ISSUES AND POLICY REVIEW,1751-2395,1751-2409,2007,1,,,,,,
,SOCIAL POLICY & ADMINISTRATION,0144-5596,1467-9515,1997,31,,,,,,Y
,SOCIAL SCIENCE QUARTERLY,0038-4941,1540-6237,2001,82,,,,,,
,SOCIOLOGIA RURALIS,0038-0199,1467-9523,1997,37,,,,,,
,SOCIOLOGICAL FORUM,0884-8971,1573-7861,2007,22,,,,,,
,SOCIOLOGICAL INQUIRY,0038-0245,1475-682X,1997,67,,,,,,
,SOCIOLOGY OF HEALTH & ILLNESS,0141-9889,1467-9566,1997,19,,,,,,Y
,"SOFTWARE TESTING, VERIFICATION & RELIABILITY",0960-0833,1099-1689,1997,,,,,,,
,SOFTWARE:PRACTICE AND EXPERIENCE,0038-0644,1097-024X,1997,,,,,,,
,SOIL USE AND MANAGEMENT,0266-0032,1475-2743,1997,13,,,,,,
,SPECIAL CARE IN DENTISTRY,0275-1879,1754-4505,1997,17,,,,,,
,STAHLBAU,0038-9145,1437-1049,2004,73,,,,,,
,STARCH / STAERKE,0038-9056,1521-379X,1998,50,,,,,,
,STATISTICA NEERLANDICA,0039-0402,1467-9574,1997,51,,,,,,
,STATISTICS IN MEDICINE,0277-6715,1097-0258,1997,,,,,,,
,STEEL CONSTRUCTION - DESIGN AND RESEARCH,1867-0520,1867-0539,2008,1,,,,,,
,STEINBECK REVIEW,1546-007X,1754-6087,2004,1,,,,,,
,STRAIN,0039-2103,1475-1305,1997,33,,,,,,
,STRATEGIC CHANGE: BRIEFINGS IN ENTREPRENEURIAL FINANCE,1086-1718,1099-1697,1997,,,,,,,
,STRATEGIC MANAGEMENT JOURNAL,0143-2095,1097-0266,1997,,,,,,,Y
,STRESS AND HEALTH,1532-3005,1532-2998,1997,,,,,,,Y
,STRUCTURAL CONCRETE,1464-4177,1751-7648,,,,,,,,
,STRUCTURAL CONTROL AND HEALTH MONITORING (ELECTRONIC),1545-2255,1545-2263,2002,9,,,,,,
,STUDENT AFFAIRS TODAY,1098-5166,1943-7552,2008,10,,,,,,
,STUDIA LINGUISTICA,0039-3193,1467-9582,1997,51,,,,,,
,STUDIES IN APPLIED MATHEMATICS,0022-2526,1467-9590,1997,91,,,,,,
,STUDIES IN ETHNICITY AND NATIONALISM,1473-8481,1754-9469,2001,1,,,,,,
,STUDIES IN FAMILY PLANNING,0039-3665,1728-4465,1999,30,,,,,,
,SUICIDE AND LIFE-THREATENING BEHAVIOR,0363-0234,1943-278X,1997,27,,,,,,
,SUPPORT FOR LEARNING,0268-2141,1467-9604,1997,12,,,,,,
,SURFACE AND INTERFACE ANALYSIS,0142-2421,1096-9918,1997,,,,,,,
,SURGICAL PRACTICE,1744-1625,1744-1633,2005,9,,,,,,
,SUSTAINABLE DEVELOPMENT,0968-0802,1099-1719,1997,,,,,,,Y
,SWISS POLITICAL SCIENCE REVIEW,1424-7755,1662-6370,1997,3,,,,,,
,SYNAPSE,0887-4476,1098-2396,1997,,,,,,,
,SYNTAX,1368-0005,1467-9612,1998,1,,,,,,
,SYSTEM DYNAMICS REVIEW (THE JOURNAL OF THE SYSTEM  DYNAMICS SOCIETY),0883-7066,1099-1727,1997,,,,,,,Y
,SYSTEMATIC ENTOMOLOGY,0307-6970,1365-3113,1997,22,,,,,,
,SYSTEMS ENGINEERING,1098-1241,1520-6858,1998,1,,,,,,
,SYSTEMS RESEARCH & BEHAVIORAL SCIENCE,1092-7026,1099-1743,1997,,,,,,,
,TEACHING STATISTICS,0141-982X,1467-9639,1997,19,,,,,,
,TEACHING THEOLOGY & RELIGION,1368-4868,1467-9647,1998,1,,,,,,
,TERRA NOVA,0954-4879,1365-3121,1997,9,,,,,,
,THE AMERICAN JOURNAL ON ADDICTIONS,1055-0496,1521-0391,1997,6,,,,,,
,THE ANATOMICAL RECORD : ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,1932-8486,1932-8494,1997,,,,,,,
,THE AUSTRALIAN ECONOMIC REVIEW,0004-9018,1467-8462,1997,30,,,,,,
,THE AUSTRALIAN JOURNAL OF ANTHROPOLOGY,1035-8811,1757-6547,1997,8,,,,,,
,THE BREAST JOURNAL,1075-122X,1524-4741,1997,3,,,,,,
,THE BRITISH JOURNAL OF SOCIOLOGY,0007-1315,1468-4446,1999,50,,,,,,Y
,THE BROWN UNIVERSITY CHILD AND ADOLESCENT  BEHAVIOR LETTER,1058-1073,1556-7575,2005,21,,,,,,
,THE BROWN UNIVERSITY CHILD AND ADOLESCENT  PSYCHOPHARMACOLOGY UPDATE,1527-8395,1556-7567,2005,7,,,,,,
,THE BROWN UNIVERSITY PSYCHOPHARMACOLOGY UPDATE,1068-5308,1556-7532,2005,16,,,,,,
,THE CANADIAN GEOGRAPHER/LE GEOGRAPHE CANADIEN,0008-3658,1541-0064,1997,41,,,,,,
,THE CANADIAN JOURNAL OF CHEMICAL ENGINEERING,0008-4034,1939-019X,2002,80,,,,,,
,THE CANADIAN JOURNAL OF STATISTICS,0319-5724,1708-945X,1997,24,,,,,,
,THE CAREER DEVELOPMENT QUARTERLY,0889-4019,2161-0045,,,,,,,,
,THE CLINICAL RESPIRATORY JOURNAL,1752-6981,1752-699X,2007,1,,,,,,
,THE CLINICAL TEACHER,1743-4971,1743-498X,2004,1,,,,,,
,THE DEVELOPING ECONOMIES,0012-1533,1746-1049,1997,35,,,,,,
,THE ECONOMETRICS JOURNAL,1368-4221,1368-423X,1998,1,,,,,,Y
,THE ECONOMIC JOURNAL,0013-0133,1468-0297,1997,107,,,,,,Y
,THE ECONOMIC RECORD,0013-0249,1475-4932,1997,73,,,,,,Y
,THE ECONOMICS OF TRANSITION,0967-0750,1468-0351,1997,5,,,,,,Y
,THE ECUMENICAL REVIEW,0013-0796,1758-6623,1997,49,,,,,,
,THE F. SCOTT FITZGERALD REVIEW,1543-3951,1755-6333,2002,1,,,,,,
,THE GEOGRAPHICAL JOURNAL,0016-7398,1475-4959,2000,166,,,,,,
,THE GERMAN QUARTERLY,0016-8831,1756-1183,2005,78,,,,,,
,THE HEYTHROP JOURNAL,0018-1196,1468-2265,1997,38,,,,,,
,THE HISTORIAN,0018-2370,1540-6563,1997,59,,,,,,
,THE HOWARD JOURNAL OF CRIMINAL JUSTICE,0265-5527,1468-2311,1997,36,,,,,,Y
,THE INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS  AND COMPUTER ASSISTED SURGERY,1478-5951,1478-596X,2004,1,,,,,,
,THE INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,0020-7578,1745-8315,2001,82,,,,,,
,THE JAPANESE ECONOMIC REVIEW,1352-4739,1468-5876,1997,48,,,,,,
,THE JOURNAL OF ADDICTIONS & OFFENDER COUNSELING,1055-3835,2161-1874,,,,,,,,
,THE JOURNAL OF AMERICAN CULTURE,1542-7331,1542-734X,1997,20,,,,,,
,THE JOURNAL OF ANALYTICAL PSYCHOLOGY,0021-8774,1468-5922,1997,42,,,,,,
,THE JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY AND  ALLIED DISCIPLINES,0021-9630,1469-7610,1997,38,,,,,,Y
,THE JOURNAL OF COMPARATIVE NEUROLOGY,0021-9967,1096-9861,1997,,,,,,,
,THE JOURNAL OF CONTINUING EDUCATION IN THE  HEALTH PROFESSIONS,0894-1912,1554-558X,1998,18,,,,,,
,THE JOURNAL OF CREATIVE BEHAVIOR,0022-0175,2162-6057,,,,,,,,
,THE JOURNAL OF DERMATOLOGY,0385-2407,1346-8138,2006,33,,,,,,
,THE JOURNAL OF EUKARYOTIC MICROBIOLOGY,1066-5234,1550-7408,1997,44,,,,,,
,THE JOURNAL OF EXPERIMENTAL ZOOLOGY,1932-5223,1932-5231,1997,,,,,,,
,THE JOURNAL OF FINANCE,0022-1082,1540-6261,1998,53,,,,,,Y
,THE JOURNAL OF FINANCIAL RESEARCH,0270-2592,1475-6803,2002,25,,,,,,
,THE JOURNAL OF FUTURES MARKETS,0270-7314,1096-9934,1997,,,,,,,Y
,THE JOURNAL OF GENE MEDICINE  (ELECTRONIC),1099-498X,1521-2254,1999,1,,,,,,
,THE JOURNAL OF INDUSTRIAL ECONOMICS,0022-1821,1467-6451,1997,45,,,,,,
,"THE JOURNAL OF LAW, MEDICINE & ETHICS",1073-1105,1748-720X,1997,25,,,,,,
,THE JOURNAL OF PATHOLOGY,0022-3417,1096-9896,1997,,,,,,,
,THE JOURNAL OF PHYSIOLOGY,0022-3751,1469-7793,1997,501,,,,,,
,THE JOURNAL OF POLITICAL PHILOSOPHY,0963-8016,1467-9760,1997,5,,,,,,
,THE JOURNAL OF POPULAR CULTURE,0022-3840,1540-5931,1997,31,,,,,,
,THE JOURNAL OF PRODUCT INNOVATION MANAGEMENT,0737-6782,1540-5885,1997,14,,,,,,Y
,THE JOURNAL OF RURAL HEALTH,0890-765X,1748-0361,1997,8,,,,,,
,THE JOURNAL OF THE HISTORICAL SOCIETY,1529-921X,1540-5923,2002,2,,,,,,
,THE JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1359-0987,1467-9655,2000,6,,,,,,
,THE JOURNAL OF WORLD INTELLECTUAL PROPERTY,1422-2213,1747-1796,1998,1,,,,,,
,THE LATIN AMERICANIST,1557-2021,1557-203X,2003,47,,,,,,
,THE MANCHESTER SCHOOL,1463-6786,1467-9957,1997,65,,,,,,
,THE MARK TWAIN ANNUAL,1553-0981,1756-2597,2003,1,,,,,,
,THE MILBANK QUARTERLY,0887-378X,1468-0009,1997,75,,,,,,
,THE MODERN LAW REVIEW,0026-7961,1468-2230,1997,60,,,,,,Y
,THE MUSLIM WORLD,0027-4909,1478-1913,1997,87,,,,,,
,THE OBSTETRICIAN & GYNAECOLOGIST,1467-2561,1744-4667,1999,1,,,,,,
,THE PHILOSOPHICAL QUARTERLY,0031-8094,1467-9213,1997,47,,,,,,
,THE PHOTOGRAMMETRIC RECORD,0031-868X,1477-9730,1997,16,,,,,,
,THE PLANT JOURNAL,0960-7412,1365-313X,1997,11,,,,,,
,THE POLITICAL QUARTERLY,0032-3179,1467-923X,1997,68,,,,,,Y
,THE PROSTATE,0270-4137,1097-0045,1997,,,,,,,
,THE QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,0035-9009,1477-870X,2002,128,,,,,,
,THE RAND JOURNAL OF ECONOMICS,0741-6261,1756-2171,2007,38,,,,,,
,THE RUSSIAN REVIEW,0036-0341,1467-9434,1998,57,,,,,,
,THE SCANDINAVIAN JOURNAL OF ECONOMICS,0347-0520,1467-9442,1997,99,,,,,,
,THE SOCIOLOGICAL QUARTERLY,0038-0253,1533-8525,1997,38,,,,,,
,THE SOCIOLOGICAL REVIEW,0038-0261,1467-954X,1997,45,,,,,,Y
,THE SOUTH AFRICAN JOURNAL OF ECONOMICS,0038-2280,1813-6982,1997,65,,,,,,
,THE SOUTHERN JOURNAL OF PHILOSOPHY,0038-4283,2041-6962,1997,35,,,,,,
,THE STRUCTURAL DESIGN OF TALL AND SPECIAL  BUILDINGS (ELECTRONIC),1541-7794,1541-7808,1997,,,,,,,Y
,THE SUCCESSFUL REGISTRAR,1534-7710,1943-7560,2008,7,,,,,,
,THE WORLD ECONOMY,0378-5920,1467-9701,1997,20,,,,,,Y
,THE YALE REVIEW,0044-0124,1467-9736,1997,85,,,,,,
,THEORIA,0040-5825,1755-2567,1997,63,,,,,,
,THERAPEUTIC APHERESIS AND DIALYSIS,1744-9979,1744-9987,1997,1,,,,,,
,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,1096-4762,1520-6874,2000,42,,,,,,
,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,0040-747X,1467-9663,1997,88,,,,,,
,TISSUE ANTIGENS,0001-2815,1399-0039,1997,49,,,,,,
,TOPICS IN COGNITIVE SCIENCE,1756-8757,1756-8765,2009,1,,,,,,
,TRAFFIC,1398-9219,1600-0854,2000,1,,,,,,
,TRANSACTIONS IN GIS,1361-1682,1467-9671,1997,2,,,,,,
,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,0020-2754,1475-5661,1997,22,,,,,,
,TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,0079-1636,1467-968X,1997,95,,,,,,
,TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,1124-318X,2161-3915,2012,23,,,,,,
,TRANSBOUNDARY AND EMERGING DISEASES,1865-1674,1865-1682,1997,44,,,,,,
,TRANSFORMING ANTHROPOLOGY,1051-0559,1548-7466,1997,6,,,,,,
,TRANSFUSION,0041-1132,1537-2995,1997,37,,,,,,
,TRANSFUSION MEDICINE,0958-7578,1365-3148,1997,7,,,,,,
,TRANSPLANT INFECTIOUS DISEASE,1398-2273,1399-3062,1999,1,,,,,,
,TRANSPLANT INTERNATIONAL,0934-0874,1432-2277,1997,10,,,,,,
,TRENDS IN UROLOGY AND MEN'S HEALTH,2044-3730,2044-3749,2006,11,,,,,,
,TROPICAL MEDICINE & INTERNATIONAL HEALTH,1360-2276,1365-3156,1997,2,,,,,,
,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,0960-7692,1469-0705,1997,1,,,,,,
,VAKUUM IN FORSCHUNG UND PRAXIS,0947-076X,1522-2454,2000,12,,,,,,
,VETERINARY ANAESTHESIA & ANALGESIA,1467-2987,1467-2995,1997,24,,,,,,
,VETERINARY AND COMPARATIVE ONCOLOGY,1476-5810,1476-5829,2003,1,,,,,,
,VETERINARY CLINICAL PATHOLOGY,0275-6382,1939-165X,1997,28,,,,,,
,VETERINARY DERMATOLOGY,0959-4493,1365-3164,1997,8,,,,,,
,VETERINARY OPHTHALMOLOGY,1463-5216,1463-5224,1998,1,,,,,,
,VETERINARY RADIOLOGY & ULTRASOUND,1058-8183,1740-8261,1997,38,,,,,,
,VETERINARY SURGERY,0161-3499,1532-950X,1997,26,,,,,,
,VISUAL ANTHROPOLOGY REVIEW,1058-7187,1548-7458,1997,13,,,,,,
,VOX SANGUINIS,0042-9007,1423-0410,1997,72,,,,,,
,WATER AND ENVIRONMENT JOURNAL,1747-6585,1747-6593,1997,11,,,,,,
,WEATHER,0043-1656,1477-8696,2002,57,,,,,,
,WEED BIOLOGY AND MANAGEMENT,1444-6162,1445-6664,2001,1,,,,,,
,WEED RESEARCH,0043-1737,1365-3180,1997,37,,,,,,
,WILMOTT,1540-6962,1541-8286,,,,,,,,
,WIRELESS COMMUNICATIONS & MOBILE COMPUTING (ELECTRONIC),1530-8669,1530-8677,2001,1,,,,,,
,WORKINGUSA,1089-7011,1743-4580,1999,3,,,,,,
,WORLD BANKING ABSTRACTS,0265-9484,1467-9698,2006,23,,,,,,
,WORLD ENGLISHES,0883-2919,1467-971X,1997,16,,,,,,
,WORLD VIEWS ON EVIDENCE-BASED NURSING,1545-102X,1741-6787,1999,1,,,,,,
,WOUND REPAIR AND REGENERATION,1067-1927,1524-475X,1997,5,,,,,,
,XENOTRANSPLANTATION,0908-665X,1399-3089,1997,4,,,,,,
,X-RAY SPECTROMETRY,0049-8246,1097-4539,1997,,,,,,,
,YEAST,0749-503X,1097-0061,1997,,,,,,,
,ZAAC-JOURNAL OF INORGANIC AND GENERAL CHEMISTRY,0044-2313,1521-3749,1998,624,,,,,,
,ZAMM-ZEITSCHRIFT FUER ANGEWANDTE MATHEMATIK UND MECHANIK,0044-2267,1521-4001,1998,78,,,,,,
,ZOO BIOLOGY,0733-3188,1098-2361,1997,17,,,,,,Y
,ZOOLOGICA SCRIPTA,0300-3256,1463-6409,1997,26,,,,,,
,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,0024-4082,1096-3642,1997,119,,,,,,
,ZOONOSES AND PUBLIC HEALTH,1863-1959,1863-2378,1997,44,,,,,,
,ZOOSYSTEMATICS AND EVOLUTION - MITTEILUNGEN AUS DEM MUSEUM FUR NATURKUNDE ZU BERLIN,1435-1935,1860-0743,2005,81,,,,,,
,ZYGON,0591-2385,1467-9744,1997,32,,,,,,
